<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
OZON;D;20201124;000000;2674.5;3192.5;2674.5;3033;1751752;5341049182
OZON;D;20201125;000000;3102;3282;2888;2954;1285058;3953155589.5
OZON;D;20201126;000000;3002;3002;2900.5;2944;194320;572433740.5
OZON;D;20201127;000000;2967.5;3082;2913;3025;336314;1003868840
OZON;D;20201130;000000;2999.5;3140;2967.5;3071;210260;638771333.5
OZON;D;20201201;000000;3048;3097;3000.5;3059.5;150540;456113989
OZON;D;20201202;000000;3030;3230;3003;3184;264443;817860239
OZON;D;20201203;000000;3120.5;3649;3085.5;3614.5;914180;3079827060.5
OZON;D;20201204;000000;3566.5;3984;3428.5;3556;1103055;4073658159.5
OZON;D;20201207;000000;3570;3675;3351.5;3422;404941;1424032738
OZON;D;20201208;000000;3425;3495;3260;3471;320213;1083920285.5
OZON;D;20201209;000000;3549.5;3600;3300;3301;450862;1559692954
OZON;D;20201210;000000;3349.5;3380;3267.5;3294;230675;766095157.5
OZON;D;20201211;000000;3300;3340;3106;3164.5;249633;803140786
OZON;D;20201214;000000;3195;3238;3012.5;3069;315680;982201022
OZON;D;20201215;000000;3094;3208.5;3040.5;3201;186180;582754181
OZON;D;20201216;000000;3215;3369;3168;3357;270373;882847818
OZON;D;20201217;000000;3339;3398.5;3181.5;3211.5;248005;813076723
OZON;D;20201218;000000;3200.5;3296;3119.5;3264.5;275422;884205645.5
OZON;D;20201221;000000;3283;3346.5;3178;3264;335810;1099427932
OZON;D;20201222;000000;3263;3415;3209;3231;424456;1400228584.5
OZON;D;20201223;000000;3265;3270;3131;3222;318660;1020979232.5
OZON;D;20201224;000000;3220;3243;3108;3149;193821;612632842.5
OZON;D;20201225;000000;3152.5;3164;3130;3150.5;44910;141266914.5
OZON;D;20201228;000000;3168;3290.5;3142.5;3290;276042;891595632
OZON;D;20201229;000000;3293;3327.5;3170;3232;208916;678256992.5
OZON;D;20201230;000000;3241;3348;3202;3289.5;220590;729720530.5
OZON;D;20210104;000000;3269.5;3278;2996;3229.5;363380;1166306586.5
OZON;D;20210105;000000;3239;3380.5;3209.5;3348.5;281386;928013909.5
OZON;D;20210106;000000;3345;3369.5;3220;3257;156698;516032591.5
OZON;D;20210108;000000;3325;3500;3270;3376.5;414915;1409718019
OZON;D;20210111;000000;3365;3426;3330;3382;143916;485323377.5
OZON;D;20210112;000000;3375;3572;3345;3530.5;316288;1100397324.5
OZON;D;20210113;000000;3501.5;3600;3460;3491;192042;676384499
OZON;D;20210114;000000;3527.5;3696;3460.5;3636.5;286347;1024743643
OZON;D;20210115;000000;3620;4002.5;3485;3805.5;423632;1560848796.5
OZON;D;20210118;000000;3815;3839.5;3722.5;3795;126271;478183396
OZON;D;20210119;000000;3874.5;4150;3814.5;3972;526867;2080726861
OZON;D;20210120;000000;3943.5;4190;3943.5;4001;461149;1882502174.5
OZON;D;20210121;000000;4025;4199;3872.5;4057;416744;1690225847
OZON;D;20210122;000000;4069.5;4165;3850;3980;472816;1912167638
OZON;D;20210125;000000;3999.5;4189;3930;4014.5;367099;1489316365
OZON;D;20210126;000000;4025;4089;3900;3901;271878;1083425996.5
OZON;D;20210127;000000;3929.5;3952;3532.5;3560.5;639444;2385881532
OZON;D;20210128;000000;3585;3881.5;3512.5;3846;596055;2203732225
OZON;D;20210129;000000;3815.5;3869;3568;3662;322851;1214172185.5
OZON;D;20210201;000000;3700;3877;3678;3867.5;267601;1018138512.5
OZON;D;20210202;000000;3880;4045;3877.5;4016;343341;1364621657
OZON;D;20210203;000000;4002;4064;3978;4023;183970;739919461
OZON;D;20210204;000000;4025;4186.5;3991.5;4185.5;336131;1377577284.5
OZON;D;20210205;000000;4200;4667;4190;4650;562715;2488978302
OZON;D;20210208;000000;4680.5;5086.5;4680;4969;866315;4210273786.5
OZON;D;20210209;000000;5025;5181;4650;4665;741529;3680398845
OZON;D;20210210;000000;4642.5;4977.5;4642.5;4883;586491;2839750297
OZON;D;20210211;000000;4930;4962;4700;4726.5;283344;1363191312
OZON;D;20210212;000000;4760;4821;4536;4753;305281;1430774949.5
OZON;D;20210215;000000;4797;4891;4676;4739;229898;1093956976
OZON;D;20210216;000000;4764;4844;4654;4765;318557;1510988067
OZON;D;20210217;000000;4751;4847;4400;4420;1180629;5417302961.5
OZON;D;20210218;000000;4503;4657;4486.5;4573.5;721095;3300535809
OZON;D;20210219;000000;4575;4949;4492;4884.5;468481;2211346965.5
OZON;D;20210220;000000;4840.5;4932;4770;4864;90264;438382237.5
OZON;D;20210222;000000;4884;5022;4755.5;4938;306439;1498566175.5
OZON;D;20210224;000000;4775;4818;4512.5;4557.5;515119;2400164610
OZON;D;20210225;000000;4566.5;4697.5;4275;4330;439450;1965557463.5
OZON;D;20210226;000000;4349.5;4525;4200;4480;408891;1773672761
OZON;D;20210301;000000;4467;4739;4444.5;4703.5;238493;1095941234
OZON;D;20210302;000000;4690;4811;4602;4602;307563;1449836481.5
OZON;D;20210303;000000;4640;4736;4482;4490.5;336771;1551211860.5
OZON;D;20210304;000000;4497.5;4543.5;4079.5;4226.5;536341;2307684213.5
OZON;D;20210305;000000;4210;4290;3882;4073;568563;2336345861
OZON;D;20210309;000000;3913;3948.5;3743;3831;678227;2613397162.5
OZON;D;20210310;000000;3885;4023;3824;3844;583088;2276502237.5
OZON;D;20210311;000000;3865;4085;3851;4064;360453;1431931222.5
OZON;D;20210312;000000;4062.5;4155;3960.5;4114;524088;2130210030.5
OZON;D;20210315;000000;4178;4266;4144.5;4201;356891;1504025055
OZON;D;20210316;000000;4226;4258;4060;4147.5;283888;1189887751
OZON;D;20210317;000000;4147.5;4219;3981;4170;284018;1160977877
OZON;D;20210318;000000;4173;4328;4130.5;4179;449840;1893679304
OZON;D;20210319;000000;4218.5;4279.5;4137;4217;271908;1145631649.5
OZON;D;20210322;000000;4217;4265;4150;4175;144871;609125542
OZON;D;20210323;000000;4181.5;4185;4061.5;4086;212786;877324796
OZON;D;20210324;000000;4100.5;4140;3900;3953;305946;1235811685.5
