<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
MFON;D;20170207;000000;635.8;642.4;631.2;640;344030;219861325
MFON;D;20170208;000000;639;644.2;635;636;163840;104822551
MFON;D;20170209;000000;638.8;639.4;628;635;137860;87285998
MFON;D;20170210;000000;636.5;638.8;633.5;635.6;82820;52701479
MFON;D;20170213;000000;637.4;640;630.1;632.9;93990;59654327
MFON;D;20170214;000000;630.6;635.2;619;631.4;194260;122097614
MFON;D;20170215;000000;624;641.3;623.1;640;240630;152332280
MFON;D;20170216;000000;640;642.9;635;635.5;119770;76571238
MFON;D;20170217;000000;635.3;639.5;630;633.5;101970;64865064
MFON;D;20170220;000000;636.5;637;625.8;636;272810;172076412
MFON;D;20170221;000000;634.1;639;632.6;635.1;108580;69093654
MFON;D;20170222;000000;634.2;648.9;632.5;645.6;403620;258944685
MFON;D;20170224;000000;646.1;675;646.1;673.5;533880;355989444
MFON;D;20170227;000000;674;676.9;655.1;660.5;434590;287935477
MFON;D;20170228;000000;659;660.1;635.5;650.5;390350;253239382
MFON;D;20170301;000000;650.5;674;648.2;673.4;487090;325243819
MFON;D;20170302;000000;671.1;674.3;658;658.1;223260;148650964
MFON;D;20170303;000000;656.2;659.9;650;659.9;154460;101251103
MFON;D;20170306;000000;659;669.9;647.5;652.8;336110;223178802
MFON;D;20170307;000000;653;659.1;624;628.7;296120;189799929
MFON;D;20170309;000000;623.7;634.5;612.2;613.6;305750;190137589
MFON;D;20170310;000000;613.6;615.6;602;602;207760;126054368
MFON;D;20170313;000000;606;622.6;595;616.3;193740;119208809
MFON;D;20170314;000000;620;621.8;610;617.5;324320;199802724
MFON;D;20170315;000000;617.5;621.7;608;610.7;116610;71549763
MFON;D;20170316;000000;616;618;591.5;599;275990;165894874
MFON;D;20170317;000000;600;621.4;596;612.7;358530;219759125
MFON;D;20170320;000000;617.3;623.7;611.2;613.1;339050;209559285
MFON;D;20170321;000000;613.6;624.3;613.1;615.4;175010;108351429
MFON;D;20170322;000000;615;625.5;610.3;625.4;111580;68901834
MFON;D;20170323;000000;626.2;634.3;615;618.8;120410;75330789
MFON;D;20170324;000000;617.6;619.4;609;615;83850;51377388
