<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
MTLRP;D;20110421;000000;562.74;562.74;477.02;480;66330;33283277.7
MTLRP;D;20110422;000000;480;484;480;482.5;27720;13364235.4
MTLRP;D;20110425;000000;480;498.61;480;485;6330;3089895.5
MTLRP;D;20110426;000000;480.05;483;472;474;63560;30316728.5
MTLRP;D;20110427;000000;482;482;465.1;470;42150;19946347.7
MTLRP;D;20110428;000000;465.01;474.97;462;469.99;24700;11490856.6
MTLRP;D;20110429;000000;460.11;478.99;460.11;463;5390;2548216.7
MTLRP;D;20110503;000000;460.11;464.97;450;450;18860;8594416
MTLRP;D;20110504;000000;448.7;448.7;430;430;44950;19783879.4
MTLRP;D;20110505;000000;435;440;432;432;151830;66285701
MTLRP;D;20110506;000000;440;442;434;442;21970;9625343.1
MTLRP;D;20110510;000000;447;447;443.99;445;12400;5505838.7
MTLRP;D;20110511;000000;445.02;451;445;446;29010;12981677
MTLRP;D;20110512;000000;442;459;433.34;453.7;10670;4731928.8
MTLRP;D;20110513;000000;445.99;446;435;444.48;3950;1725899.7
MTLRP;D;20110516;000000;443.9;451;441.1;443;61590;27298918.6
MTLRP;D;20110517;000000;430.01;442.87;421;421;10530;4469935.7
MTLRP;D;20110518;000000;356.35;445.99;356.35;432;19380;8349387.2
MTLRP;D;20110519;000000;432;439;422;428;43140;18600952.2
MTLRP;D;20110520;000000;429.99;446;427;427;7860;3418675.6
MTLRP;D;20110523;000000;420;426;406.85;410;21080;8736349.8
MTLRP;D;20110524;000000;414.95;420;414;420;13580;5646544.5
MTLRP;D;20110525;000000;417.03;424.98;412;416.66;3650;1528975.1
MTLRP;D;20110526;000000;431.74;431.74;417;417;6290;2638832.5
MTLRP;D;20110527;000000;425.46;431.35;416.18;424;30990;13076934.9
MTLRP;D;20110530;000000;425.9;434.99;420.8;425;1360;578864.8
MTLRP;D;20110531;000000;428;441;428;437;45530;19918451.1
MTLRP;D;20110601;000000;435;439;434;436.98;16870;7338986.2
MTLRP;D;20110602;000000;428;439;421;439;2800;1207279.4
MTLRP;D;20110603;000000;431.05;440;431;434.9;3340;1445683.6
MTLRP;D;20110606;000000;426.02;434;420.5;434;350;149753.1
MTLRP;D;20110607;000000;422.23;431.98;422;430;5350;2270000.2
MTLRP;D;20110608;000000;428;439.99;425.23;430;31510;13571235.2
MTLRP;D;20110609;000000;433.99;434;429.93;433;12290;5320557.8
MTLRP;D;20110610;000000;434;434;430.74;433;43110;18678140.5
MTLRP;D;20110614;000000;431.01;431.01;430;430;480;206600.2
MTLRP;D;20110615;000000;430;432;425;429.99;9290;3994221.4
MTLRP;D;20110616;000000;428.5;430;423;425;1050;448225
MTLRP;D;20110617;000000;423.54;429.39;421;421.24;640;272037.7
MTLRP;D;20110620;000000;429.29;429.29;420.25;421.05;940;395904.6
MTLRP;D;20110621;000000;429.98;429.99;421.5;421.55;3430;1452816.5
MTLRP;D;20110622;000000;430.99;431;423;425.5;7950;3392941.9
MTLRP;D;20110623;000000;427;427;422;422;5160;2190090.9
MTLRP;D;20110624;000000;424.01;427;421;423.32;1070;456240.5
MTLRP;D;20110627;000000;421.1;422;419.99;419.99;1060;446700.1
MTLRP;D;20110628;000000;420.07;433.99;420;423.6;3080;1306990
MTLRP;D;20110629;000000;426;432.83;423.01;423.01;24910;10717585.7
MTLRP;D;20110630;000000;420.03;424;417;424;10090;4234326.6
MTLRP;D;20110701;000000;425;446;421;439.01;206370;90888469
MTLRP;D;20110704;000000;442.99;443;435.44;441;8220;3625503.8
MTLRP;D;20110705;000000;443;459.99;435.41;441;63220;27960506.3
MTLRP;D;20110706;000000;438;439.99;435.01;435.1;18880;8279242.7
MTLRP;D;20110707;000000;439.99;442.5;435;438.99;53160;23333160.7
MTLRP;D;20110708;000000;436.1;446.9;435.51;446.9;11280;4953276.9
MTLRP;D;20110711;000000;446;448;436.58;440.75;66600;29636772.9
MTLRP;D;20110712;000000;444.78;444.8;436.31;444;9310;4107182.5
MTLRP;D;20110713;000000;447;447;437;439;11710;5152502.1
