<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
TRMK;D;20070417;000000;265.3;265.3;230;232;11776;2715267.45
TRMK;D;20070418;000000;235;260;229.03;230.9;16727;3894282.01
TRMK;D;20070419;000000;237.87;237.87;223;224;5924;1346027.46
TRMK;D;20070420;000000;230;236.46;215.1;232;2712;625824.66
TRMK;D;20070423;000000;232.5;235;231.53;231.53;104;24170.21
TRMK;D;20070424;000000;232;236.78;231.85;236.78;197;46057.37
TRMK;D;20070425;000000;234.97;235;229.4;231.98;305;71224.71
TRMK;D;20070426;000000;230;236;230;236;267;62484.5
TRMK;D;20070427;000000;231.24;235.7;231.24;232.5;118;27353.8
TRMK;D;20070428;000000;236;236;236;236;227;53572
TRMK;D;20070502;000000;238.5;238.5;238.49;238.5;26;6200.9
TRMK;D;20070503;000000;238.8;239.53;238.8;239.53;1749;418730.65
TRMK;D;20070504;000000;240;240;239.1;239.1;75;17972.65
TRMK;D;20070507;000000;237.02;240.42;234.49;234.49;1047;247827.04
TRMK;D;20070508;000000;240;240.11;234.18;238.99;1972;467946.02
TRMK;D;20070510;000000;239.83;239.83;239.83;239.83;155;37173.65
TRMK;D;20070511;000000;235.3;235.5;230;230;543;125631.55
TRMK;D;20070514;000000;235.5;235.8;235.5;235.5;64;15078.6
TRMK;D;20070515;000000;235.35;235.35;233;235.35;902;212210.5
TRMK;D;20070516;000000;240;240;231.5;235;4497;1058929.62
TRMK;D;20070517;000000;235.01;240;232;234.21;1947;455867.23
TRMK;D;20070518;000000;231;236.35;206.35;230;100;22696.5
TRMK;D;20070522;000000;235.9;236;234;235.9;198;46649.4
TRMK;D;20070523;000000;236;236;234.26;234.26;26;6124.81
TRMK;D;20070528;000000;232.99;232.99;232.99;232.99;1;232.99
TRMK;D;20070529;000000;234.31;234.31;234.29;234.29;111;26007.83
TRMK;D;20070530;000000;234.42;235;234.42;234.42;1900;445456
TRMK;D;20070601;000000;234;234;232.97;234;81;18884.5
TRMK;D;20070604;000000;231.79;236.95;231.79;236.95;130;30174.5
TRMK;D;20070605;000000;236.91;236.91;236;236.7;30;7103.8
TRMK;D;20070606;000000;235;235;235;235;215;50525
TRMK;D;20070608;000000;235.1;235.1;235.1;235.1;2;470.2
TRMK;D;20070609;000000;235;236;231;236;41;9491.85
TRMK;D;20070613;000000;230.51;231.01;230.05;231;177;40870.85
TRMK;D;20070614;000000;235;235;229.17;229.2;1317;301859.8
TRMK;D;20070615;000000;231.81;231.81;229.1;231.81;4993;1157239.36
TRMK;D;20070618;000000;231.68;235.95;231.68;233.82;549;128370.77
TRMK;D;20070619;000000;231;232;231;232;877;202607
TRMK;D;20070620;000000;241;243.7;240.55;243.7;655;159409.31
TRMK;D;20070621;000000;243.8;243.8;243.6;243.6;454;110675.2
TRMK;D;20070626;000000;241.35;241.35;240.87;240.87;1112;268307.74
TRMK;D;20070627;000000;239.73;239.73;239.73;239.73;3;719.19
TRMK;D;20070628;000000;240.37;241.1;240.37;241.1;5041;1211735.1
TRMK;D;20070629;000000;237.32;237.32;237.32;237.32;5022;1191821.04
TRMK;D;20070702;000000;237.5;237.5;237.5;237.5;1;237.5
TRMK;D;20070703;000000;255;260;238.19;238.19;3229;811012.22
TRMK;D;20070704;000000;237.33;237.33;237.33;237.33;202;47940.66
TRMK;D;20070705;000000;246.97;246.98;246.92;246.98;11;2716.65
TRMK;D;20070706;000000;240;241.33;238;241.33;5635;1353308.2
TRMK;D;20070709;000000;249.99;259.99;239.29;244.33;6044;1450754.46
TRMK;D;20070710;000000;243.49;249.4;243.49;247;6023;1482924.38
TRMK;D;20070711;000000;250;255;246.32;255;3707;919707.8
TRMK;D;20070712;000000;259.32;268;253;268;2752;724285.16
TRMK;D;20070713;000000;261.54;261.78;261.54;261.77;895;234079.09
TRMK;D;20070716;000000;261.63;300;261.6;290;502;145598.21
TRMK;D;20070717;000000;289;290;265;267.46;5814;1556477.16
TRMK;D;20070718;000000;266;266;258.38;263.47;4812;1246954.47
TRMK;D;20070719;000000;262.03;270;261;262;2016;529685.36
TRMK;D;20070720;000000;260.71;269.98;236;268;837;220217.87
TRMK;D;20070723;000000;261.76;272;258;272;5529;1449514.98
TRMK;D;20070724;000000;265.03;275;261.47;267;6153;1618382.6
TRMK;D;20070725;000000;261.58;261.58;261.57;261.58;1120;292969.57
TRMK;D;20070726;000000;269.89;269.89;259.8;260;118;30747.66
TRMK;D;20070727;000000;258;262.63;257.02;262;587;152213.06
TRMK;D;20070730;000000;256.3;256.3;250;250;7277;1851514.21
TRMK;D;20070731;000000;263.63;263.63;257;257;5046;1297390.04
TRMK;D;20070801;000000;249.06;255.45;249.06;250.33;932;232421.68
