<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
VSMO;D;20190703;000000;16820;16860;16820;16860;99;1667720
VSMO;D;20190704;000000;16860;17200;16840;16900;112;1893820
VSMO;D;20190705;000000;16880;17000;16840;16940;101;1708440
VSMO;D;20190708;000000;16920;17200;16900;17020;222;3788700
VSMO;D;20190709;000000;17160;17240;17040;17100;211;3623180
VSMO;D;20190710;000000;17260;17260;16700;16800;309;5242180
VSMO;D;20190711;000000;17060;17060;16760;16880;107;1807140
VSMO;D;20190712;000000;16820;17120;16740;17040;191;3249360
VSMO;D;20190715;000000;16980;17120;16940;16960;95;1614620
VSMO;D;20190716;000000;17000;17040;16860;16940;144;2442260
VSMO;D;20190717;000000;16920;17400;16800;16940;870;14804680
VSMO;D;20190718;000000;16940;16980;16840;16960;106;1791380
VSMO;D;20190719;000000;16940;17000;16900;16900;1459;24797420
VSMO;D;20190722;000000;16920;17000;16840;16980;410;6960200
VSMO;D;20190723;000000;16980;17000;16920;16960;100;1698860
VSMO;D;20190724;000000;17000;17000;16900;16940;65;1101900
VSMO;D;20190725;000000;16980;16980;16920;16980;45;762620
VSMO;D;20190726;000000;17000;17000;16920;16940;107;1814580
VSMO;D;20190729;000000;16920;16940;16820;16940;182;3075300
VSMO;D;20190730;000000;16900;17000;16880;16940;966;16413240
VSMO;D;20190731;000000;16900;17000;16900;17000;100;1697840
VSMO;D;20190801;000000;16960;17000;16920;16940;528;8974520
VSMO;D;20190802;000000;16980;17000;16820;16940;814;13817880
VSMO;D;20190805;000000;16900;16980;16840;16920;127;2148580
VSMO;D;20190806;000000;16900;16960;16840;16940;84;1419800
VSMO;D;20190807;000000;16900;17000;16900;16980;144;2441960
VSMO;D;20190808;000000;16980;17000;16900;16900;98;1658980
VSMO;D;20190809;000000;16920;17000;16780;16800;604;10231600
VSMO;D;20190812;000000;16820;16980;16680;16700;563;9459860
VSMO;D;20190813;000000;16780;16980;16040;16640;707;11766920
VSMO;D;20190814;000000;16620;17000;16380;16460;408;6788940
VSMO;D;20190815;000000;16520;16560;16320;16340;614;10130300
VSMO;D;20190816;000000;16380;16520;16120;16260;575;9366880
VSMO;D;20190819;000000;16340;16600;16280;16420;655;10763740
VSMO;D;20190820;000000;16720;16720;16340;16460;461;7592260
VSMO;D;20190821;000000;16500;16520;16380;16460;245;4026960
VSMO;D;20190822;000000;16460;16500;15960;16380;654;10637500
VSMO;D;20190823;000000;16480;16500;16380;16400;189;3111920
VSMO;D;20190826;000000;16460;16560;16180;16400;256;4187820
VSMO;D;20190827;000000;16660;16800;16520;16580;683;11407400
VSMO;D;20190828;000000;16760;16760;16560;16620;254;4225640
VSMO;D;20190829;000000;16700;16820;16660;16780;614;10290460
VSMO;D;20190830;000000;16840;17000;16840;16940;471;7962560
VSMO;D;20190902;000000;17000;17200;16520;16780;1519;25697620
VSMO;D;20190903;000000;16760;16900;16620;16800;525;8803560
VSMO;D;20190904;000000;16800;17000;16760;16980;634;10719280
VSMO;D;20190905;000000;17000;17080;16880;17000;352;5962740
VSMO;D;20190906;000000;17000;17020;16880;16900;272;4609700
VSMO;D;20190909;000000;16920;17000;16900;16980;268;4541780
VSMO;D;20190910;000000;17060;17080;16900;16980;158;2677320
VSMO;D;20190911;000000;16980;17200;16960;17060;355;6047860
VSMO;D;20190912;000000;17020;17240;17020;17200;406;6964100
VSMO;D;20190913;000000;17100;17280;17000;17200;470;8054720
VSMO;D;20190916;000000;17200;17360;17180;17260;279;4827660
VSMO;D;20190917;000000;17320;17380;17080;17260;499;8604720
VSMO;D;20190918;000000;17320;17340;17240;17240;104;1798860
VSMO;D;20190919;000000;17280;17320;17180;17260;152;2621800
VSMO;D;20190920;000000;17300;17300;17220;17260;99;1709000
VSMO;D;20190923;000000;17300;17380;17220;17300;255;4412800
VSMO;D;20190924;000000;17380;17380;17260;17280;184;3184020
VSMO;D;20190925;000000;17280;17300;17120;17180;211;3633160
VSMO;D;20190926;000000;17280;17360;17200;17240;120;2074100
VSMO;D;20190927;000000;17340;17380;17240;17320;217;3757520
VSMO;D;20190930;000000;17380;17380;17280;17380;199;3449700
VSMO;D;20191001;000000;17360;17380;17260;17320;302;5236820
VSMO;D;20191002;000000;17380;17460;17280;17440;353;6130960
VSMO;D;20191003;000000;17380;17680;17320;17380;1081;18954060
VSMO;D;20191004;000000;17420;17680;17400;17660;500;8800080
VSMO;D;20191007;000000;17780;17780;17380;17720;726;12801900
VSMO;D;20191008;000000;17700;17800;17400;17660;692;12255540
VSMO;D;20191009;000000;17500;17800;17500;17740;1147;20321360
VSMO;D;20191010;000000;17020;17020;16680;16960;1307;22003060
VSMO;D;20191011;000000;17100;17180;16980;17020;579;9894480
VSMO;D;20191014;000000;17060;17100;16840;16960;332;5619760
VSMO;D;20191015;000000;16920;17000;16700;16820;439;7379340
VSMO;D;20191016;000000;16800;16900;16740;16880;149;2507400
VSMO;D;20191017;000000;16900;17080;16840;16900;219;3710760
VSMO;D;20191018;000000;17000;17100;16900;16940;232;3950920
VSMO;D;20191021;000000;17100;17240;16980;17200;358;6144220
VSMO;D;20191022;000000;17180;17300;17100;17280;240;4128440
VSMO;D;20191023;000000;17280;17300;17200;17280;202;3485380
VSMO;D;20191024;000000;17280;17300;17140;17300;442;7622480
VSMO;D;20191025;000000;17300;17380;17160;17220;245;4221560
VSMO;D;20191028;000000;17280;17280;17180;17200;153;2636620
VSMO;D;20191029;000000;17200;17260;17080;17140;269;4615240
VSMO;D;20191030;000000;17140;17200;17000;17140;428;7317340
VSMO;D;20191031;000000;17180;17260;17140;17180;177;3042600
VSMO;D;20191101;000000;17260;17280;17120;17260;132;2276240
VSMO;D;20191105;000000;17320;17600;17200;17320;607;10592560
VSMO;D;20191106;000000;17480;17500;17260;17500;171;2978280
VSMO;D;20191107;000000;17560;17620;17420;17620;268;4704980
VSMO;D;20191108;000000;17620;17800;17560;17800;450;7976480
VSMO;D;20191111;000000;17800;17900;17720;17860;389;6940780
VSMO;D;20191112;000000;17960;18000;17820;17980;344;6169820
VSMO;D;20191113;000000;17860;17900;17740;17820;271;4832480
VSMO;D;20191114;000000;17800;17800;17400;17680;380;6711680
VSMO;D;20191115;000000;17800;17820;17660;17740;113;2006600
VSMO;D;20191118;000000;17780;17860;17680;17700;343;6094880
VSMO;D;20191119;000000;17840;17860;17740;17800;106;1886240
VSMO;D;20191120;000000;17800;17900;17800;17820;148;2642040
VSMO;D;20191121;000000;17840;18000;17760;17820;206;3684860
VSMO;D;20191122;000000;17860;18080;17840;18000;405;7285300
VSMO;D;20191125;000000;18020;18340;18020;18260;315;5741600
VSMO;D;20191126;000000;18380;18600;18220;18320;342;6308300
VSMO;D;20191127;000000;18480;18480;18040;18300;347;6326260
VSMO;D;20191128;000000;18480;19020;18220;18240;496;9161400
VSMO;D;20191129;000000;18260;18500;18100;18240;298;5435800
VSMO;D;20191202;000000;18280;18720;18280;18500;643;11921520
VSMO;D;20191203;000000;18760;18780;18400;18500;354;6565960
VSMO;D;20191204;000000;18540;19000;18500;18880;315;5894860
VSMO;D;20191205;000000;19000;19000;18500;18740;491;9222020
VSMO;D;20191206;000000;18900;18900;18740;18840;180;3387600
VSMO;D;20191209;000000;18840;19100;18840;18980;344;6519700
VSMO;D;20191210;000000;19080;19600;19020;19360;424;8194260
VSMO;D;20191211;000000;19560;19980;19080;19360;949;18430640
VSMO;D;20191212;000000;19140;19640;19120;19560;372;7216000
VSMO;D;20191213;000000;19660;19900;19280;19780;317;6205440
VSMO;D;20191216;000000;19960;20300;19680;20160;490;9787680
VSMO;D;20191217;000000;20380;20680;20120;20620;659;13462460
VSMO;D;20191218;000000;20480;20780;20280;20600;458;9387360
VSMO;D;20191219;000000;20580;20700;20200;20200;681;13882640
VSMO;D;20191220;000000;20200;20400;19700;20040;843;16805780
VSMO;D;20191223;000000;19800;20360;19800;20200;174;3524320
VSMO;D;20191224;000000;20220;20440;20020;20200;272;5507620
VSMO;D;20191225;000000;20120;20200;19900;20160;418;8384620
VSMO;D;20191226;000000;20180;20200;19980;20120;431;8638080
VSMO;D;20191227;000000;20220;20220;19980;20080;402;8077700
VSMO;D;20191230;000000;20180;20380;19940;20340;214;4320080
VSMO;D;20200103;000000;20360;20500;20160;20400;230;4698820
VSMO;D;20200106;000000;20500;20640;20360;20420;246;5038000
VSMO;D;20200108;000000;20640;21480;20460;21300;551;11556260
VSMO;D;20200109;000000;21740;24740;21360;23060;4082;95011020
VSMO;D;20200110;000000;23380;25200;23380;24960;4019;98975640
VSMO;D;20200113;000000;24960;25220;24060;24400;2261;55583140
VSMO;D;20200114;000000;24580;25300;24420;24740;988;24461020
VSMO;D;20200115;000000;24760;24960;24720;24800;699;17352200
VSMO;D;20200116;000000;24800;25540;24800;25220;732;18446600
VSMO;D;20200117;000000;25220;25560;25160;25200;792;20031300
VSMO;D;20200120;000000;25500;25740;25160;25440;969;24634060
VSMO;D;20200121;000000;25540;25900;25440;25620;848;21727900
VSMO;D;20200122;000000;25680;26100;25620;25860;861;22246200
VSMO;D;20200123;000000;25920;26000;25780;25780;412;10642100
VSMO;D;20200124;000000;25780;25860;25440;25640;739;18945900
VSMO;D;20200127;000000;25640;25640;23320;24800;2361;57931180
VSMO;D;20200128;000000;24720;25000;24140;24680;677;16659260
VSMO;D;20200129;000000;24840;25020;24700;24920;575;14344040
VSMO;D;20200130;000000;24700;24880;24400;24420;364;8937920
VSMO;D;20200131;000000;24400;24500;23780;24100;790;19098460
VSMO;D;20200203;000000;23920;23980;23040;23920;1486;34744100
VSMO;D;20200204;000000;24100;24520;23480;24520;730;17698460
VSMO;D;20200205;000000;24560;24960;24440;24560;667;16482920
VSMO;D;20200206;000000;24800;24960;24360;24460;295;7284860
VSMO;D;20200207;000000;24260;24460;24020;24120;297;7198060
VSMO;D;20200210;000000;24380;24380;23800;24080;651;15633820
VSMO;D;20200211;000000;23900;24400;23900;24300;465;11243260
VSMO;D;20200212;000000;24100;24500;24100;24460;288;7037840
VSMO;D;20200213;000000;24320;24320;23940;24100;594;14297740
VSMO;D;20200214;000000;24320;24400;24000;24200;235;5700140
VSMO;D;20200217;000000;24380;24800;23900;24000;1079;26200840
VSMO;D;20200218;000000;24280;24400;23900;23980;281;6743540
VSMO;D;20200219;000000;24180;24180;23600;24000;440;10546640
VSMO;D;20200220;000000;24120;24120;23820;23980;220;5274500
VSMO;D;20200221;000000;23880;24200;23860;24000;428;10284340
VSMO;D;20200225;000000;23980;24000;23600;23720;490;11692460
VSMO;D;20200226;000000;23720;23720;22500;23340;1102;25441760
VSMO;D;20200227;000000;23000;23580;21220;21980;1045;23161620
VSMO;D;20200228;000000;21900;21900;20160;20620;2013;41665180
VSMO;D;20200302;000000;21460;22980;21020;22000;1395;30908860
VSMO;D;20200303;000000;22140;22800;22000;22140;501;11173240
VSMO;D;20200304;000000;22380;22760;22100;22500;564;12604820
VSMO;D;20200305;000000;22940;22960;22140;22200;550;12332660
VSMO;D;20200306;000000;22140;22380;21520;21920;518;11317400
VSMO;D;20200310;000000;20540;22500;19400;21580;1497;32190340
VSMO;D;20200311;000000;21900;22100;20500;20780;633;13673380
VSMO;D;20200312;000000;20020;20380;18020;19120;1708;32971320
VSMO;D;20200313;000000;18420;20360;18400;19000;1216;23567280
VSMO;D;20200316;000000;18400;18740;16800;17260;1996;35050740
VSMO;D;20200317;000000;17260;17280;16500;16980;1103;18577500
VSMO;D;20200318;000000;16720;17020;16420;16580;548;9129300
VSMO;D;20200319;000000;16660;17540;16540;17400;1049;17851780
VSMO;D;20200320;000000;18080;19460;17720;18780;1484;27827860
VSMO;D;20200323;000000;17600;18820;17600;18520;664;12188560
VSMO;D;20200324;000000;19100;19800;19000;19260;730;14119220
VSMO;D;20200325;000000;19300;22200;19200;19840;1782;36543880
VSMO;D;20200326;000000;19760;20620;19520;19940;386;7696680
VSMO;D;20200327;000000;20320;20320;18820;19200;949;18472880
VSMO;D;20200330;000000;19000;19180;18600;19020;545;10341700
VSMO;D;20200331;000000;19180;19700;18600;19200;802;15473440
VSMO;D;20200401;000000;18760;19400;18580;19080;499;9556680
VSMO;D;20200402;000000;19260;19500;19120;19420;474;9196540
VSMO;D;20200403;000000;19500;20000;19480;19600;615;12153260
VSMO;D;20200406;000000;19020;20320;19020;19880;650;12944640
VSMO;D;20200407;000000;20100;20600;19840;19880;1120;22540760
VSMO;D;20200408;000000;19780;19960;19560;19960;598;11797680
VSMO;D;20200409;000000;20140;20500;19920;20140;880;17758420
VSMO;D;20200410;000000;20140;20460;20000;20360;452;9133880
VSMO;D;20200413;000000;20980;20980;20120;20260;442;8987460
VSMO;D;20200414;000000;20460;20500;19980;20040;538;10813140
VSMO;D;20200415;000000;20200;20200;19580;19660;396;7813420
VSMO;D;20200416;000000;19740;19900;19340;19860;210;4138240
