№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (30.05.2025)
35,FLOT,"ПАО ""Совкомфлот"", ао","PJSC ""Sovcomflot"", Ordinary shares",2374993901,0.16,0.7,0.0033387851659485
36,ENPG,"МКПАО ""ЭН+ ГРУП"", ао","EN+ GROUP IPJSC, Ordinary shares",638848896,0.14,0.6,0.003162549980821
37,POSI,"ПАО ""Группа Позитив"", ао","PJSC ""Positive Group"", Ordinary shares",71214000,0.24,1.0,0.0030953646763585
38,MDMG,"МКПАО ""МД Медикал Груп"", ао","MD Medical Group IPJSC, Ordinary shares",75125010,0.27,0.9,0.002890968268756
39,RENI,"ПАО Группа Ренессанс Страхование, ао","PJSC ""Renaissance Insurance Group"", Ordinary shares",556952780,0.3,0.9,0.0027018458318154
40,MSNG,"ПАО ""Мосэнерго"", ао","PJSC ""MOSENERGO"", Ordinary shares",39749359700,0.2,0.9,0.0025367320159984
41,UGLD,"ПАО ""ЮГК"", ао","PJSC ""UGC"", Ordinary shares",222778849052,0.1,1.0,0.0022616020240959
42,UPRO,"ПАО ""Юнипро"", ао","PJSC ""Unipro"", Ordinary shares",63048706145,0.16,0.8,0.002072540842745
43,ASTR,"ПАО ""Группа Астра"", ао","PJSC ""Astra Group"", Ordinary shares",210000000,0.15,1.0,0.0020146928367239
44,HYDR,"ПАО ""РусГидро"", ао","PJSC ""RusHydro"", Ordinary shares",444793377038,0.15,0.4,0.0019877536780458
45,FEES,"ПАО ""ФСК - Россети"", ао","PJSC ""FGC Rosseti"", Ordinary shares",2113460101477,0.16,0.5,0.0017991901153778
