№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (28.11.2014)
1,GAZP,"ОАО ""Газпром"", ао","JSC ""GAZPROM"", Ordinary shares",23673512900,0.46,0.6867572,0.15
2,LKOH,"ОАО ""ЛУКОЙЛ"", ао","OAO ""LUKOIL"", Ordinary shares",850563255,0.46,1.0,0.1259
3,SBER,"ОАО «Сбербанк России», ао","Sberbank, Ordinary shares",21586948000,0.48,1.0,0.1051
4,SBERP,"ОАО «Сбербанк России», ап","Sberbank, Preferred shares",1000000000,1.0,1.0,0.0073
5,MGNT,"ПАО ""Магнит"", ао","PJSC ""Magnit"", Ordinary shares",94561355,0.54,1.0,0.0846
6,SNGS,"ОАО ""Сургутнефтегаз"", ао","""Surgutneftegas"" OJSC, Ordinary shares",35725994705,0.25,1.0,0.0366
7,SNGSP,"ОАО ""Сургутнефтегаз"", ап","""Surgutneftegas"" OJSC, Preferred shares",7701998235,0.73,1.0,0.0271
8,GMKN,"ОАО ""ГМК ""Норильский никель"", ао","""OJSC ""MMC ""NORILSK NICKEL"", Ordinary shares",158245476,0.3,1.0,0.0588
9,NVTK,"ОАО ""НОВАТЭК"", ао","JSC ""NOVATEK"", Ordinary shares",3036306000,0.27,1.0,0.0529
10,ROSN,"ОАО «НК «Роснефть», ао","Rosneft, Ordinary shares",10598177817,0.12,1.0,0.0417
11,MTSS,"ОАО ""МТС"", ао","MTS OJSC, Ordinary shares",2066413562,0.49,1.0,0.0357
12,VTBR,"ОАО Банк ВТБ, ао","JSC VTB Bank, Ordinary shares",12960541337338,0.39,1.0,0.0331
13,TATN,"ОАО ""Татнефть"" им. В.Д. Шашина, ао","JSC ""TATNEFT"", Ordinary shares",2178690700,0.32,1.0,0.0243
14,TATNP,"ОАО ""Татнефть"" им. В.Д. Шашина, ап","JSC ""TATNEFT"", Preferred shares",147508500,1.0,1.0,0.003
15,TRNFP,"ОАО ""АК ""Транснефть"", ап","JSC ""Transneft"", Preferred shares",1554875,1.0,1.0,0.026
16,URKA,"ОАО ""Уралкалий"", ао","OJSC Uralkali, Ordinary shares",2936015891,0.33,1.0,0.0181
17,POLY,Полиметалл Интернэшнл плс,"Polymetal International plc, Ordinary shares",420819943,0.5,1.0,0.0137
18,YDEX,"Яндекс Н.В., ао","Yandex N.V., Ordinary shares",260424342,0.3,1.0,0.0136
19,MFON,"ОАО ""МегаФон"", ао","OJSC ""MegaFon"", Ordinary shares",620000000,0.15,1.0,0.0128
20,RTKM,"ОАО «Ростелеком», ао","OJSC ""Rostelecom"", Ordinary shares",2669204301,0.28,1.0,0.0112
21,RTKMP,"ОАО «Ростелеком», ап","OJSC ""Rostelecom"", Preferred shares",242831469,0.6,1.0,0.0014
22,ALRS,"АК ""АЛРОСА"" (ОАО), ао","OJSC ""ALROSA"", Ordinary shares",7364965630,0.23,1.0,0.0113
23,CHMF,"ОАО ""Северсталь"", ао","OAO Severstal, Ordinary shares",837718660,0.21,1.0,0.0112
24,HYDR,"ОАО ""РусГидро"", ао","JSC ""RusHydro"", Ordinary shares",386255464890,0.34,1.0,0.0111
25,MOEX,"ОАО  Московская Биржа, ао","Moscow Exchange, Ordinary shares",2278636493,0.51,1.0,0.0098
26,RUALR,"Юнайтед Компани РУСАЛ Плс, рдр","Rusal, RDR",2000000000,0.08,1.0,0.0082
27,NLMK,"ОАО ""НЛМК"", ао","NLMK, Ordinary shares",5993227240,0.14,1.0,0.0071
28,AFKS,"ОАО АФК ""Система"", ао","Sistema JSFC, Ordinary shares",9650000000,0.36,1.0,0.0063
29,PHOR,"ОАО ""ФосАгро"", ао","OJSC ""PhosAgro"", Ordinary shares",129500000,0.19,1.0,0.0056
30,PIKK,"ОАО ""Группа Компаний ПИК"", ао","""PIK Group"", Ordinary shares",660497344,0.32,1.0,0.0053
31,BANE,"ОАО АНК ""Башнефть"", ао","JSOC Bashneft, Ordinary shares",150570662,0.12,1.0,0.0032
