№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (31.05.2024)
25,FIVE,"Икс 5 Ритейл Груп Н.В., ДР иностранного эмитента на акции (эмитент ДР — The Bank of New York Mellon Corporation)","X5 Retail Group N.V., DR (Issuer The Bank of New York Mellon Corporation)",271572872,0.41,0.2,0.0105174101182042
26,RTKM,"ПАО ""Ростелеком"", ао","PJSC ""Rostelecom"", Ordinary shares",3282997929,0.29,0.7,0.0104825027527865
27,VKCO,"МКПАО ""ВК"", ао","IPJSC ""VK"", Ordinary shares",227874940,0.47,0.8,0.0082222207699876
28,AGRO,"РОС АГРО ПЛС, ДР иностранного эмитента на акции (эмитент ДР —The Bank of New York Mellon Corporation)","ROS AGRO PLC, DR (Issuer The Bank of New York Mellon Corporation)",136666665,0.25,1.0,0.0080460367132621
29,AFKS,"ПАО АФК ""Система"", ао","Sistema PJSFC, Ordinary shares",9650000000,0.33,0.6,0.0077879819459356
30,VTBR,"Банк ВТБ (ПАО), ао","VTB Bank (PJSC), Ordinary shares",26849669465190,0.17,0.5,0.0076830815193097
31,AFLT,"ПАО ""Аэрофлот"", ао","PJSC ""Aeroflot"", Ordinary shares",3975771215,0.25,0.8,0.0073562096316746
32,PHOR,"ПАО ""ФосАгро"", ао","PJSC ""PhosAgro"", Ordinary shares",129500000,0.26,0.2,0.0067810560207037
33,POSI,"ПАО ""Группа Позитив"", ао","PJSC ""Positive Group"", Ordinary shares",66000000,0.21,1.0,0.0067032267197636
34,TRNFP,"ПАО ""Транснефть"", ап","PJSC ""Transneft"", Preferred shares",155487500,0.37,0.4,0.0063497944107877
35,CBOM,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"", ао","PJSC ""CREDIT BANK OF MOSCOW"", Ordinary shares",33429709866,0.22,0.7,0.0061889380748213
36,FLOT,"ПАО ""Совкомфлот"", ао","PJSC ""Sovcomflot"", Ordinary shares",2374993901,0.16,0.7,0.0056302381500599
37,BSPB,"ПАО ""Банк ""Санкт-Петербург"", ао","PJSC ""Bank ""Saint-Petersburg"", Ordinary shares",461879831,0.3,0.5,0.0040403175475517
38,ENPG,"МКПАО ""ЭН+ ГРУП"", ао","EN+ GROUP IPJSC, Ordinary shares",638848896,0.14,0.6,0.0039707347985349
39,FEES,"ПАО ""ФСК - Россети"", ао","PJSC ""FGC Rosseti"", Ordinary shares",2113460101477,0.18,0.6,0.0039522856369034
40,MTLR,"ПАО ""Мечел"", ао","PJSC ""Mechel"", Ordinary shares",416270745,0.43,0.6,0.0039361342039925
41,GLTR,"Глобалтранс Инвестмент ПЛС, ДР иностранного эмитента","Globaltrans Investment PLC, DR (the issuer of depository receipts - Citibank N.A. (NYC))",178318259,0.56,0.3,0.0037419707583102
42,MSNG,"ПАО ""Мосэнерго"", ао","PJSC ""MOSENERGO"", Ordinary shares",39749359700,0.2,0.8,0.003319414077658
43,SMLT,"ПАО ""ГК ""Самолет"", ао","PJSC ""Samolet Group"", Ordinary shares",61579358,0.1,0.9,0.0029404078590154
44,SELG,"ПАО ""Селигдар"", ао","PJSC ""Seligdar"", Ordinary shares",1030000000,0.25,1.0,0.0028377471678118
45,UPRO,"ПАО ""Юнипро"", ао","PJSC ""Unipro"", Ordinary shares",63048706145,0.16,0.8,0.0026342612725492
46,LEAS,"ПАО ""ЛК ""Европлан"", ао","PJSC ""LC ""Europlan"", Ordinary shares",120000000,0.13,1.0,0.0025573972920581
47,MTLRP,"ПАО ""Мечел"", ап","PJSC ""Mechel"", Preferred shares",138756915,0.6,0.8,0.0024686114431638
48,HYDR,"ПАО ""РусГидро"", ао","PJSC ""RusHydro"", Ordinary shares",444793377038,0.15,0.3,0.0021634907026285
49,SGZH,"ПАО ГК ""Сегежа"", ао","PJSC Group of companies ""Segezha"", Ordinary shares",15690000000,0.25,0.9,0.0017213353749468
