№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (30.11.2016)
26,RTKMP,"ПАО ""Ростелеком"", ап","PJSC Rostelecom, Preferred shares",209565147,0.69,1.0,0.0009177483920601
27,AFKS,"ПАО АФК ""Система"", ао","Sistema PJSFC, Ordinary shares",9650000000,0.36,1.0,0.0076765810472544
28,PHOR,"ПАО ""ФосАгро"", ао","PJSC ""PhosAgro"", Ordinary shares",129500000,0.19,1.0,0.006366272020738
29,AFLT,"ПАО ""Аэрофлот"", ао","PJSC ""Aeroflot"", Ordinary shares",1110616299,0.41,1.0,0.0062246593024446
30,FEES,"ПАО ""ФСК ЕЭС"", ао","""FGC UES"", PJSC, Ordinary shares",1274665323063,0.21,1.0,0.0054332625390978
31,POLY,"Полиметалл Интернэшнл плс, акции иностранного эмитента","Polymetal International plc, Shares of a foreign issuer",427141648,0.37,0.5,0.0048751208041881
32,MFON,"ПАО ""МегаФон"", ао","PJSC ""MegaFon"", Ordinary shares",620000000,0.15,1.0,0.0053462241013903
33,MAGN,"ОАО ""ММК"", ао","OJSC MMK, Ordinary shares",11174330000,0.13,1.0,0.0050730855506279
34,PLZL,"ПАО ""Полюс"", ао","PJSC Polyus, Ordinary shares",190627747,0.05,1.0,0.0041166777341847
35,RUAL,"Юнайтед Компани РУСАЛ Плс, акции иностранного эмитента","United Company RUSAL Plc, Shares of a foreign issuer",15193014862,0.1,1.0,0.0040896829420143
36,PIKK,"ПАО ""Группа Компаний ПИК"", ао","PIK GROUP, Ordinary shares",660497344,0.32,0.5,0.0029893475719763
37,MTLR,"ПАО ""Мечел"", ао","Mechel PAO, Ordinary shares",416270745,0.45,1.0,0.0034719183617505
38,UPRO,"ПАО ""Юнипро"", ао","PJSC ""Unipro"", Ordinary shares",63048706145,0.18,1.0,0.003244732837815
39,URKA,"ПАО ""Уралкалий"", ао","PJSC Uralkali, Ordinary shares",2936015891,0.06,1.0,0.0029826842116338
40,MVID,"ПАО ""М.видео"", ао","PJSC ""M.video"", Ordinary shares",179768227,0.42,1.0,0.002855303050487
41,RSTI,"ПАО ""Россети"", ао","PJSC ""ROSSETI"", Ordinary shares",195995579707,0.11,1.0,0.0026442212714905
42,AKRN,"ПАО ""Акрон"", ао","PJSC Acron, Ordinary shares",40534000,0.16,1.0,0.0022487786212196
43,CBOM,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"", ао","CREDIT BANK OF MOSCOW, Ordinary shares",23879709866,0.21,1.0,0.0021735298637782
44,LSRG,"ПАО ""Группа ЛСР"", ао","PJSC LSR Group, Ordinary shares",103030215,0.33,0.5,0.0015796547276157
45,AGRO,"РОС АГРО ПЛС, ДР иностранного эмитента на акции (эмитент ДР —The Bank of New York Mellon Corporation)","ROS AGRO PLC, DR (Issuer The Bank of New York Mellon Corporation)",120000000,0.21,1.0,0.0020797258869924
46,NMTP,"ПАО ""НМТП"", ао","PJSC ""NCSP"", Ordinary shares",19259815400,0.15,1.0,0.0019053371359309
47,MSNG,"ПАО ""Мосэнерго"", ао","MOSENERGO, Ordinary shares",39749359700,0.2,1.0,0.0018538266489876
48,UWGN,"ПАО ""НПК ОВК"", ао","PJSC ""RPC UWC"", Ordinary shares",113423948,0.2,1.0,0.001810050283893
49,DIXY,"ПАО ""ДИКСИ Групп"", ао","PJSC ""DIXY GROUP"", Ordinary shares",124750000,0.46,1.0,0.0016756064587583
50,VSMO,"ПАО ""Корпорация ВСМПО-АВИСМА"", ао","""VSMPO-AVISMA Corporation"", Ordinary shares",11529538,0.1,0.5,0.0008182595769745
