№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (09.10.2024)
27,MTSS,"ПАО ""МТС"", ао","PJSC ""MTS"", Ordinary shares",1998381575,0.41,0.3,0.0092671379480144
28,VTBR,"Банк ВТБ (ПАО), ао","VTB Bank (PJSC), Ordinary shares",5369933893,0.17,0.5,0.0071819524969072
29,AGRO,"РОС АГРО ПЛС, ДР иностранного эмитента на акции (эмитент ДР —The Bank of New York Mellon Corporation)","ROS AGRO PLC, DR (Issuer The Bank of New York Mellon Corporation)",136666665,0.24,1.0,0.0073568866541017
30,AFLT,"ПАО ""Аэрофлот"", ао","PJSC ""Aeroflot"", Ordinary shares",3975771215,0.25,0.8,0.0078527622188993
31,POSI,"ПАО ""Группа Позитив"", ао","PJSC ""Positive Group"", Ordinary shares",66000000,0.21,1.0,0.0066065048652573
32,PHOR,"ПАО ""ФосАгро"", ао","PJSC ""PhosAgro"", Ordinary shares",129500000,0.26,0.2,0.0067160795238404
33,CBOM,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"", ао","PJSC ""CREDIT BANK OF MOSCOW"", Ordinary shares",33429709866,0.22,0.7,0.0056825316437278
34,AFKS,"ПАО АФК ""Система"", ао","Sistema PJSFC, Ordinary shares",9650000000,0.33,0.6,0.0053248133824873
35,VKCO,"МКПАО ""ВК"", ао","IPJSC ""VK"", Ordinary shares",227874940,0.47,0.8,0.0053181253550338
36,TRNFP,"ПАО ""Транснефть"", ап","PJSC ""Transneft"", Preferred shares",155487500,0.37,0.4,0.0057705751178445
37,BSPB,"ПАО ""Банк ""Санкт-Петербург"", ао","PJSC ""Bank ""Saint-Petersburg"", Ordinary shares",457544031,0.27,0.6,0.0048501000939095
38,FLOT,"ПАО ""Совкомфлот"", ао","PJSC ""Sovcomflot"", Ordinary shares",2374993901,0.16,0.7,0.004957006099731
39,FEES,"ПАО ""ФСК - Россети"", ао","PJSC ""FGC Rosseti"", Ordinary shares",2113460101477,0.18,0.6,0.0034615684870168
40,ENPG,"МКПАО ""ЭН+ ГРУП"", ао","EN+ GROUP IPJSC, Ordinary shares",638848896,0.14,0.6,0.0032216078656475
41,ASTR,"ПАО ""Группа Астра"", ао","PJSC ""Astra Group"", Ordinary shares",210000000,0.15,1.0,0.0030418281059912
42,MSNG,"ПАО ""Мосэнерго"", ао","PJSC ""MOSENERGO"", Ordinary shares",39749359700,0.2,0.8,0.0029284268858703
43,UPRO,"ПАО ""Юнипро"", ао","PJSC ""Unipro"", Ordinary shares",63048706145,0.16,0.8,0.0025045534840149
44,SELG,"ПАО ""Селигдар"", ао","PJSC ""Seligdar"", Ordinary shares",1030000000,0.25,1.0,0.0026876623211829
45,MTLR,"ПАО ""Мечел"", ао","PJSC ""Mechel"", Ordinary shares",416270745,0.43,0.6,0.0021877363362504
46,HYDR,"ПАО ""РусГидро"", ао","PJSC ""RusHydro"", Ordinary shares",444793377038,0.15,0.3,0.0019461071338509
47,LEAS,"ПАО ""ЛК ""Европлан"", ао","PJSC ""LC ""Europlan"", Ordinary shares",120000000,0.13,1.0,0.0018279424563117
48,SMLT,"ПАО ""ГК ""Самолет"", ао","PJSC ""Samolet Group"", Ordinary shares",61579358,0.09,0.9,0.0016701608970575
49,MTLRP,"ПАО ""Мечел"", ап","PJSC ""Mechel"", Preferred shares",138756915,0.6,0.8,0.0014082573217351
